sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int
TNG50-1,40,1.5,15216,0.01523585,0.01687873,1.28092483,0.78534645
TNG50-1,40,1.5,36234,-0.05199921,0.07037409,0.64478931,-0.4822569
TNG50-1,40,1.5,44886,0.03752256,0.00452925,1.23392883,-1.18164795
TNG50-1,40,1.5,83216,0.04702824,0.03219694,0.43308672,-1.44215766
TNG50-1,40,1.5,72284,-0.09755176,-0.10250861,0.79314143,0.87129913
TNG50-1,40,1.5,59042,-0.06510898,-0.00243592,1.37019102,-0.03235922
TNG50-1,40,1.5,85095,0.00639202,-0.04216151,1.39553461,1.52536943
TNG50-1,40,1.5,1,-0.01581213,-0.06094065,1.3573644,-0.11003913
TNG50-1,40,1.5,74669,-0.00084006,-0.04390762,0.84887651,1.50142047
TNG50-1,40,1.5,87010,-0.0426522,-0.01670617,0.61069949,-0.27779218
TNG50-1,40,1.5,68955,0.0439699,0.04579513,1.19907617,0.92262969
TNG50-1,40,1.5,51912,0.0388896,-0.06631964,0.53929143,-1.30432872
TNG50-1,40,1.5,66106,0.00330153,0.00153157,1.35274172,0.1742381
TNG50-1,40,1.5,62918,0.05636206,-0.02420847,0.61143082,0.94894881
TNG50-1,40,1.5,91585,0.02337547,-0.01638365,0.39868136,1.33423964
TNG50-1,40,1.5,77694,-0.04296462,0.05013789,0.65104372,1.01342467
TNG50-1,40,1.5,89366,0.01843754,0.02690577,0.74437071,-1.45464936
TNG50-1,40,1.5,121114,-0.04794413,0.06686991,0.55705752,-0.39991739
TNG50-1,40,1.5,102573,0.04392252,-0.00772528,1.36689263,-1.41780556
TNG50-1,40,1.5,80802,-0.0024963,-0.03479713,1.23085612,-1.22747588
TNG50-1,40,1.5,98181,-0.00924312,-0.01119294,1.2961903,0.55073888
TNG50-1,40,1.5,93692,-0.03404648,0.01212484,0.95367801,0.66997038
TNG50-1,40,1.5,95933,0.06112707,0.00882867,0.68622471,0.85991889
TNG50-1,40,1.5,44887,-0.00772647,-0.0542194,0.82257072,1.14811561
TNG50-1,40,1.5,110111,-0.02141639,0.00452449,0.53656834,0.75219614
TNG50-1,40,1.5,36235,-0.01760668,0.01141142,1.27060278,0.94521598
TNG50-1,40,1.5,119693,0.02661546,0.1258737,0.69962568,-1.4169723
TNG50-1,40,1.5,133930,0.0182722,0.09384223,1.23835681,-0.83398242
TNG50-1,40,1.5,51913,0.02063663,-0.04266217,1.17091541,0.38295315
TNG50-1,40,1.5,113443,0.02154105,-0.01436917,0.73017073,1.12508383
TNG50-1,40,1.5,139282,0.10708238,-0.0731721,0.26902506,-1.55665877
TNG50-1,40,1.5,140124,-0.02032075,-0.02953535,0.8427959,0.04595943
TNG50-1,40,1.5,114862,-0.02561214,0.01578025,1.35500771,0.55696479
TNG50-1,40,1.5,125535,-0.04068864,0.06029268,0.83761259,-1.47778228
TNG50-1,40,1.5,153454,0.03079897,-0.03645419,1.36507299,-0.30990066
TNG50-1,40,1.5,108378,0.05644861,-0.03270732,0.48169036,1.24292364
TNG50-1,40,1.5,135951,-0.00569737,-0.10736445,0.73056709,0.53913754
TNG50-1,40,1.5,51914,-0.04200782,-0.0081333,1.25537408,-0.82417056
TNG50-1,40,1.5,127069,-0.04122406,-0.05312072,1.32402922,1.10829461
TNG50-1,40,1.5,131685,0.03252964,-0.02647197,1.24649426,-0.47742336
TNG50-1,40,1.5,143837,0.03716271,-0.04384304,0.26956585,1.11006502
