sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int
TNG50-1,57,0.76,111896,-0.03495109,-0.04818876,0.63094957,-0.37787288
TNG50-1,57,0.76,102136,0.00213155,0.06331523,1.02308027,1.33291614
TNG50-1,57,0.76,151540,-0.00433524,0.06861712,1.01810026,0.83165566
TNG50-1,57,0.76,120699,-0.0136852,-0.04955532,1.19315383,-0.16529781
TNG50-1,57,0.76,1,0.03951703,0.04839994,1.22427915,0.78387442
TNG50-1,57,0.76,144433,-0.07664324,-0.004348,0.86825233,1.49352673
TNG50-1,57,0.76,186423,-0.02585071,0.01699043,1.20428762,-0.12258235
TNG50-1,57,0.76,140455,0.0342019,0.02301093,1.3469489,0.44775828
TNG50-1,57,0.76,130895,-0.03070424,0.04971752,0.65716954,1.31527368
TNG50-1,57,0.76,154820,-0.08044034,0.00413591,1.075895,-0.78956184
TNG50-1,57,0.76,161250,0.03342777,0.0705081,1.07242481,1.2144075
TNG50-1,57,0.76,125958,0.05615473,0.01547064,1.0246736,-1.26435059
TNG50-1,57,0.76,93021,-0.00224976,0.03120921,0.59126809,0.46636368
TNG50-1,57,0.76,2,-0.09804228,-0.04166313,1.12643986,0.88856227
TNG50-1,57,0.76,148299,0.03529849,0.10793295,0.66962924,0.36004606
TNG50-1,57,0.76,164719,-0.08299439,0.02349125,0.37340159,-0.01402783
TNG50-1,57,0.76,190829,0.01543996,0.03564987,0.78789917,0.36865679
TNG50-1,57,0.76,157140,-0.04437319,-0.08040929,1.02432963,-1.09433073
TNG50-1,57,0.76,220513,-0.05799196,-0.0411351,0.68289172,-0.89356097
TNG50-1,57,0.76,192766,-0.0220955,0.06189418,0.99927819,-0.72288253
TNG50-1,57,0.76,216647,-0.00916488,0.01434456,1.0406096,0.30718286
TNG50-1,57,0.76,221760,-0.03221041,-0.09568899,0.93291,-0.18252316
TNG50-1,57,0.76,197045,0.02943516,0.0519145,1.12923249,-0.80275282
TNG50-1,57,0.76,173669,-0.02230347,-0.02718914,1.31354822,1.20263099
TNG50-1,57,0.76,206254,0.04900954,0.07056585,1.04021072,-0.39608622
TNG50-1,57,0.76,170365,0.01405866,-0.00439178,1.29708804,-0.16954635
TNG50-1,57,0.76,187942,-0.03487786,0.01023533,1.04434823,-0.28368243
TNG50-1,57,0.76,176618,-0.04329699,0.05894773,0.90060131,-0.99920568
TNG50-1,57,0.76,201222,-0.08237481,-0.04487465,0.39255217,0.72767773
TNG50-1,57,0.76,229693,0.01453666,-0.04964234,1.37014173,-0.16192314
TNG50-1,57,0.76,194747,-0.01772938,-0.00982492,0.83198418,-1.51972311
TNG50-1,57,0.76,231235,-0.11860978,0.04135864,0.9994344,1.45774204
TNG50-1,57,0.76,238476,-0.02678574,-0.06654386,1.38331936,0.99200064
TNG50-1,57,0.76,167442,-0.0450517,-0.08340173,1.18949788,0.70233242
TNG50-1,57,0.76,258544,0.07878388,0.04118605,1.30160499,1.15953631
TNG50-1,57,0.76,203406,-0.08513893,-0.03014892,1.21792679,1.27802268
TNG50-1,57,0.76,211987,-0.07206754,-0.0196113,1.16756088,-0.51054114
TNG50-1,57,0.76,225453,0.05549848,-0.09284052,1.05288648,0.34858697
TNG50-1,57,0.76,135813,0.06783816,-0.03394897,0.9291169,0.34182981
TNG50-1,57,0.76,218380,-0.03724915,-0.00037836,1.39918611,-0.73104965
TNG50-1,57,0.76,265373,-0.03160429,0.04651889,1.26495306,-0.87351276
TNG50-1,57,0.76,233971,0.03081177,-0.03856151,1.32248728,-1.21294613
TNG50-1,57,0.76,154821,-0.11635499,0.08286881,0.90808407,0.50050031
TNG50-1,57,0.76,228490,-0.09305968,-0.0342278,1.11903537,0.88253304
TNG50-1,57,0.76,269064,-0.01403667,-0.03415459,0.9093943,0.81980796
TNG50-1,57,0.76,235427,0.07749453,0.07686788,1.21358167,-0.57718793
TNG50-1,57,0.76,244711,-0.0217865,0.01057301,1.38004634,-0.92595349
TNG50-1,57,0.76,227026,0.00504684,-0.02760124,0.3693341,-0.14572536
TNG50-1,57,0.76,183026,0.05668946,-0.00775666,1.31014753,0.14706882
TNG50-1,57,0.76,179614,0.10534424,0.06765368,1.29456131,1.31660104
TNG50-1,57,0.76,102137,-0.02884242,0.07331014,1.27794362,1.17754167
TNG50-1,57,0.76,276962,-0.00084184,-0.04083966,0.26573895,1.3070858
TNG50-1,57,0.76,296332,0.09110276,-0.00212169,0.8361384,1.10038174
TNG50-1,57,0.76,239744,-0.07610996,0.00450784,0.84415553,1.4595249
TNG50-1,57,0.76,47362,0.05137905,-0.04931201,0.248466,-0.10838496
TNG50-1,57,0.76,243305,-0.05091578,-0.00278425,1.32677028,-1.42165394
TNG50-1,57,0.76,294724,0.00512362,0.00026614,0.28589453,-1.30827846
TNG50-1,57,0.76,294072,-0.01213095,0.05701047,1.22893841,-0.34470767
TNG50-1,57,0.76,267276,-0.04790058,0.06037125,0.8302151,-0.76124845
TNG50-1,57,0.76,223355,-0.0491551,-0.01646047,1.03528994,-1.03691221
TNG50-1,57,0.76,262272,0.01382072,-0.01069766,1.06899418,1.42378165
TNG50-1,57,0.76,135814,0.04977697,0.03321462,0.39142373,-0.95686758
TNG50-1,57,0.76,263545,-0.00648681,-0.02925942,1.27567447,1.44318255
TNG50-1,57,0.76,140457,0.00350566,0.02943201,0.21161877,0.81944938
TNG50-1,57,0.76,277748,0.0285587,-0.00439532,1.07344874,0.44279389
TNG50-1,57,0.76,5,-0.04858094,-0.04846993,0.80162606,0.55297987
TNG50-1,57,0.76,245842,0.03698463,-0.04784184,0.30426357,-0.52943903
TNG50-1,57,0.76,300443,0.04096715,0.07235293,1.35243544,0.46001411
TNG50-1,57,0.76,183027,0.13018131,-0.00782107,0.40884893,-0.98428574
TNG50-1,57,0.76,167444,-0.01880521,0.0820177,0.88930643,1.37509217
TNG50-1,57,0.76,210267,-0.02290409,-0.02568181,0.73683548,-0.62268459
TNG50-1,57,0.76,198931,0.03844829,0.01456026,1.27571134,-0.76910425
TNG50-1,57,0.76,333334,0.04095521,0.11963384,0.92471272,0.6633875
TNG50-1,57,0.76,282854,-0.02675436,-0.05286934,0.77334194,0.49149814
TNG50-1,57,0.76,305766,-0.02015813,-0.09489072,1.00086667,-0.15299896
TNG50-1,57,0.76,148300,0.02705654,0.06432951,1.27079597,0.41609212
TNG50-1,57,0.76,237152,-0.04137921,-0.04134046,1.19423182,-1.06973406
TNG50-1,57,0.76,4,-0.0205267,-0.00103532,0.53137675,0.54452694
TNG50-1,57,0.76,274013,0.00447964,-0.02929591,1.37158933,-0.72064775
TNG50-1,57,0.76,135815,0.04979693,0.01340814,0.73143615,-0.71365683
TNG50-1,57,0.76,130896,-0.03022993,-0.04752681,0.20247213,-1.06129303
TNG50-1,57,0.76,278707,-0.09211922,-0.008997,1.39384522,-0.52660276
TNG50-1,57,0.76,292830,-0.09582987,0.02249077,1.26565271,-0.53014043
TNG50-1,57,0.76,83272,-0.06297065,-0.05041544,0.77261036,-0.14395088
TNG50-1,57,0.76,250629,-0.06565839,-0.0350042,1.35045195,-0.97257581
TNG50-1,57,0.76,284396,-0.00773054,-0.01736914,0.86616149,-0.96444527
TNG50-1,57,0.76,307691,-0.05944401,-0.07144077,0.76110365,0.13112559
TNG50-1,57,0.76,3,-0.03513775,-0.02112805,0.86790793,-1.16591602
TNG50-1,57,0.76,232626,-0.03870429,0.00593983,1.0862544,0.59343745
TNG50-1,57,0.76,214397,-0.02202539,-0.01997745,0.74537275,1.39470103
TNG50-1,57,0.76,30627,0.06612522,-0.01356882,0.86136195,-0.22997834
TNG50-1,57,0.76,93022,0.03309738,-0.00099508,1.22582053,1.26010951
TNG50-1,57,0.76,316945,0.00080647,-0.03278717,0.89417416,-1.26192565
TNG50-1,57,0.76,111897,-0.02305131,0.03455313,0.48559011,-1.43584096
TNG50-1,57,0.76,187943,-0.02166163,0.07179891,0.78105894,0.69545084
TNG50-1,57,0.76,30629,0.01638732,-0.02321902,0.98583735,0.82002346
TNG50-1,57,0.76,248849,0.02920845,0.02425991,1.12576934,1.07774925
TNG50-1,57,0.76,264167,-0.04538088,-0.01198086,1.32890068,-1.39229833
TNG50-1,57,0.76,241423,0.00182404,0.01827437,1.19378919,0.86992917
TNG50-1,57,0.76,83273,-0.10158098,0.07828898,1.39079638,-0.38786501
TNG50-1,57,0.76,7,0.01058569,0.02543298,0.24870401,-0.61783305
TNG50-1,57,0.76,303986,0.03810746,-0.08867073,1.21301183,-1.02722565
TNG50-1,57,0.76,259598,-0.01400343,0.02269978,0.59151349,1.55827945
TNG50-1,57,0.76,303484,0.09082635,0.06164319,1.25919182,-1.37079126
TNG50-1,57,0.76,302861,-0.04406192,-0.01107981,1.15959339,1.02732598
TNG50-1,57,0.76,179615,0.01087202,0.04978174,1.0369905,0.43823469
