sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int
TNG50-1,41,1.41,15472,0.01523585,0.01687873,1.28092483,0.78534645
TNG50-1,41,1.41,39915,-0.05199921,0.07037409,0.64478931,-0.4822569
TNG50-1,41,1.41,48987,0.03752256,0.00452925,1.23392883,-1.18164795
TNG50-1,41,1.41,98911,0.04702824,0.03219694,0.43308672,-1.44215766
TNG50-1,41,1.41,87051,-0.09755176,-0.10250861,0.79314143,0.87129913
TNG50-1,41,1.41,69708,-0.06510898,-0.00243592,1.37019102,-0.03235922
TNG50-1,41,1.41,1,0.00639202,-0.04216151,1.39553461,1.52536943
TNG50-1,41,1.41,94935,-0.01581213,-0.06094065,1.3573644,-0.11003913
TNG50-1,41,1.41,89454,-0.00084006,-0.04390762,0.84887651,1.50142047
TNG50-1,41,1.41,57361,-0.0426522,-0.01670617,0.61069949,-0.27779218
TNG50-1,41,1.41,96791,0.0439699,0.04579513,1.19907617,0.92262969
TNG50-1,41,1.41,83734,0.0388896,-0.06631964,0.53929143,-1.30432872
TNG50-1,41,1.41,77360,0.00330153,0.00153157,1.35274172,0.1742381
TNG50-1,41,1.41,100595,0.05636206,-0.02420847,0.61143082,0.94894881
TNG50-1,41,1.41,80386,0.02337547,-0.01638365,0.39868136,1.33423964
TNG50-1,41,1.41,64388,-0.04296462,0.05013789,0.65104372,1.01342467
TNG50-1,41,1.41,64389,0.01843754,0.02690577,0.74437071,-1.45464936
TNG50-1,41,1.41,92674,-0.04794413,0.06686991,0.55705752,-0.39991739
TNG50-1,41,1.41,131054,0.04392252,-0.00772528,1.36689263,-1.41780556
TNG50-1,41,1.41,74037,-0.0024963,-0.03479713,1.23085612,-1.22747588
TNG50-1,41,1.41,107743,-0.00924312,-0.01119294,1.2961903,0.55073888
TNG50-1,41,1.41,109840,-0.03404648,0.01212484,0.95367801,0.66997038
TNG50-1,41,1.41,105504,0.06112707,0.00882867,0.68622471,0.85991889
