sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int
TNG50-1,42,1.36,50528,0.00221062,-0.07021345,0.46323777,-0.13696132
TNG50-1,42,1.36,15268,-0.0101457,0.01655201,0.80442316,-0.35706884
TNG50-1,42,1.36,41060,-0.05412136,-0.01513099,1.25636879,-0.43479947
TNG50-1,42,1.36,89178,-0.00755259,-0.02413951,0.47087984,-0.34084131
TNG50-1,42,1.36,113336,-0.03730491,0.04352778,0.98761983,-1.28882822
TNG50-1,42,1.36,71152,-0.06251578,0.07396373,0.9816532,-1.32752369
TNG50-1,42,1.36,1,0.02556109,0.0897185,0.38219255,0.87923705
TNG50-1,42,1.36,104510,0.01956323,0.06574039,1.35087046,-0.169417
TNG50-1,42,1.36,98908,-0.08933538,-0.00548671,1.2193214,1.35303523
TNG50-1,42,1.36,58726,-0.00613423,0.01763601,0.87042694,0.3525527
TNG50-1,42,1.36,82814,0.04978507,0.03834114,1.23626062,-1.46028772
TNG50-1,42,1.36,91813,0.05296119,0.0060589,0.76634306,-1.07592215
TNG50-1,42,1.36,108590,0.05129184,0.00653821,1.22025828,-0.92419438
TNG50-1,42,1.36,106243,0.00194566,0.04118766,1.31781226,1.4945688
TNG50-1,42,1.36,85728,-0.04225227,-0.00296413,1.22638174,-0.88371674
TNG50-1,42,1.36,65804,-0.05418494,-0.03646435,1.03279144,0.04949792
TNG50-1,42,1.36,65805,0.01723025,-0.02072365,1.25280768,1.37029024
TNG50-1,42,1.36,119619,0.018964,0.03169552,1.2879593,1.49914517
TNG50-1,42,1.36,102074,0.06436656,0.00014966,0.52188501,-0.82824812
TNG50-1,42,1.36,75368,0.05499898,0.0170105,1.12683433,-1.4164887
TNG50-1,42,1.36,143785,-0.00661143,0.03350396,1.09030204,-1.08824194
TNG50-1,42,1.36,121742,-0.06221029,-0.01874207,1.354369,-1.37184404
TNG50-1,42,1.36,117409,-0.01595533,0.03781241,1.0933956,-0.95779544
TNG50-1,42,1.36,110533,0.01086156,0.01894213,1.17614397,0.21541811
TNG50-1,42,1.36,156198,-0.01010416,-0.06174065,0.84394403,1.29574611
TNG50-1,42,1.36,136171,-0.02889471,0.07211524,1.22775401,0.11692657
TNG50-1,42,1.36,145880,0.01264424,-0.02503724,0.47425872,0.39580787
TNG50-1,42,1.36,58727,-0.02519789,-0.08275477,0.3947583,-0.93661165
TNG50-1,42,1.36,140572,-0.0314033,-0.05225219,1.31724819,0.94431129
TNG50-1,42,1.36,155060,0.01557264,-0.05105226,1.31090636,0.37004477
TNG50-1,42,1.36,139352,-0.02009963,0.00260867,1.30425858,1.14396959
TNG50-1,42,1.36,127170,0.01220522,-0.01369253,0.83405238,1.41008221
TNG50-1,42,1.36,132368,0.0136602,-0.0168416,1.29867622,-0.47783381
TNG50-1,42,1.36,163290,-0.05697145,0.0309851,0.53458218,-1.28623382
TNG50-1,42,1.36,148956,-0.02406206,0.01699377,0.67452759,-0.86101957
TNG50-1,42,1.36,157161,0.07188885,0.01580239,0.58430831,-0.19527648
TNG50-1,42,1.36,151802,-0.05810398,0.02049142,0.93212589,1.4001879
TNG50-1,42,1.36,123876,-0.10583272,0.03080673,0.21312459,-0.38230097
TNG50-1,42,1.36,41062,-0.09309226,-0.10539767,1.36356284,0.85065914
TNG50-1,42,1.36,125435,0.0014555,-0.01822191,1.05292505,0.12716128
TNG50-1,42,1.36,164163,0.00154586,-0.1090105,1.1236568,-0.99648564
TNG50-1,42,1.36,114922,-0.00588054,0.001803,0.35263961,-0.56318037
TNG50-1,42,1.36,15270,0.06070949,-0.00023165,0.87983036,0.4812665
TNG50-1,42,1.36,41061,-0.13364172,0.05227661,0.6040149,0.54303495
TNG50-1,42,1.36,161196,0.01979669,0.05938172,1.25774778,-0.2049583
TNG50-1,42,1.36,160097,0.07807191,0.01013875,0.27377134,-0.85248498
TNG50-1,42,1.36,177805,-0.05638904,-0.02501805,0.95951801,0.69714071
TNG50-1,42,1.36,134408,-0.01899033,0.02425806,0.9644236,-1.04026602
TNG50-1,42,1.36,58728,-0.0376446,-0.02639588,0.29610492,1.3718383
TNG50-1,42,1.36,137612,-0.0447173,-6.963e-05,1.07196658,-0.98047982
TNG50-1,42,1.36,75371,-0.0163131,0.04930682,1.05640855,-1.2336646
TNG50-1,42,1.36,15269,0.07137426,-0.02788857,0.87150569,-0.00738996
TNG50-1,42,1.36,15272,0.09186933,0.04028393,1.29355591,0.06141687
TNG50-1,42,1.36,153910,-0.01679696,0.03387007,1.12621668,0.0257388
