sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int
TNG50-1,59,0.7,114122,0.02751012,-0.12181878,1.07463506,-1.35982054
TNG50-1,59,0.7,104587,-0.03515345,-0.0491708,0.9276986,-1.44905543
TNG50-1,59,0.7,147940,-0.00596831,0.03438806,0.86219321,0.48295852
TNG50-1,59,0.7,128023,-0.08104568,0.06064418,1.38202444,-0.5057466
TNG50-1,59,0.7,1,-0.11721717,0.05545849,0.94310663,0.48839009
TNG50-1,59,0.7,95226,0.04713829,-0.07960065,1.10479817,-1.27542001
TNG50-1,59,0.7,151360,-0.04924975,0.01507762,1.03416244,1.41324979
TNG50-1,59,0.7,143612,-0.02277639,0.05077576,1.31686628,0.78073122
TNG50-1,59,0.7,195017,-0.06932211,-0.08291678,0.63658644,1.18207838
TNG50-1,59,0.7,133956,-0.07049849,-0.00039523,0.36699917,-1.14206144
TNG50-1,59,0.7,122416,-0.00869189,0.01369212,1.38166366,-0.56498098
TNG50-1,59,0.7,162908,-0.03647886,-0.01503823,0.85377963,-0.41360901
TNG50-1,59,0.7,165277,0.01889855,-0.09260809,0.66201241,0.11678132
TNG50-1,59,0.7,155054,0.02262692,-0.01628491,1.15852693,-0.63815647
TNG50-1,59,0.7,169307,0.01604248,-0.01636527,0.63010528,-1.38031923
TNG50-1,59,0.7,201917,0.01193004,-0.00740362,0.81997756,-0.41193072
TNG50-1,59,0.7,2,0.07888841,-0.02817357,0.39581856,-0.77110607
TNG50-1,59,0.7,158822,-0.05337969,-0.02215061,0.2665758,-0.35838883
TNG50-1,59,0.7,224175,-0.00274674,-0.00198531,1.36507666,-0.95202967
TNG50-1,59,0.7,210457,0.05663449,0.02212273,1.01171105,-0.7480246
TNG50-1,59,0.7,199650,0.06322699,-0.01522134,0.9108409,0.39883254
TNG50-1,59,0.7,178493,-0.07108818,-0.02048245,1.27777743,-0.35137509
TNG50-1,59,0.7,227439,-0.01561777,0.0046177,1.11253209,-0.4857424
TNG50-1,59,0.7,229117,0.06790605,-0.0960458,0.24531949,0.10651769
TNG50-1,59,0.7,172231,0.02540396,0.02385176,1.3866418,0.85407508
TNG50-1,59,0.7,188435,0.00976315,-2.815e-05,1.0044605,-0.38054754
TNG50-1,59,0.7,215210,-0.01088423,0.00198468,0.54985333,0.27495059
TNG50-1,59,0.7,208302,-0.01919005,0.04803672,1.12368861,1.46461874
TNG50-1,59,0.7,196722,0.01441095,-0.09764078,0.97803712,0.06905257
TNG50-1,59,0.7,206045,-0.01261871,-0.09869169,0.27552887,1.28741706
TNG50-1,59,0.7,233630,-0.00212893,0.01369019,0.9828365,0.92259976
TNG50-1,59,0.7,247082,0.00392994,-0.00035584,1.29113888,-1.38632615
TNG50-1,59,0.7,248500,-0.03390358,0.00850885,1.35731171,-0.22274246
TNG50-1,59,0.7,175517,0.02660647,-0.02310635,0.36013694,0.62303565
TNG50-1,59,0.7,232104,0.14571223,0.03321768,1.17526429,1.52905057
TNG50-1,59,0.7,219801,-0.08884933,0.04663194,0.95414189,-0.13076474
TNG50-1,59,0.7,267924,0.01620063,0.02419911,1.32488061,-1.27930223
TNG50-1,59,0.7,212087,-0.0380095,-0.01304142,1.03192229,0.19480757
TNG50-1,59,0.7,241194,0.02887013,-0.10538447,0.39383276,-1.17318445
TNG50-1,59,0.7,222130,0.00232787,0.03846181,0.95578028,0.790172
TNG50-1,59,0.7,138897,0.03809274,0.06108643,0.29540889,0.024118
TNG50-1,59,0.7,275347,0.05877533,0.03222792,1.18137866,0.70193035
TNG50-1,59,0.7,162909,0.00962106,-0.04398212,0.95366385,1.1603844
TNG50-1,59,0.7,235213,0.05660261,0.03368972,0.52310427,0.40510214
TNG50-1,59,0.7,242629,-0.11721489,0.04302649,1.00854048,0.35323857
TNG50-1,59,0.7,254370,0.07952261,0.07794081,1.16322616,0.79975617
TNG50-1,59,0.7,284017,0.01875311,-0.0438055,0.52964347,1.07585412
TNG50-1,59,0.7,230669,0.05389217,-0.01132273,1.06349939,1.15941666
TNG50-1,59,0.7,191405,-0.06099379,0.0373636,0.92741299,-1.45634749
TNG50-1,59,0.7,184869,-0.04153849,0.0028705,0.28001545,0.17652702
TNG50-1,59,0.7,252992,0.00729691,-0.05586638,1.24397192,-0.89136625
TNG50-1,59,0.7,104588,-0.00085189,0.02073081,1.14380776,1.13206
TNG50-1,59,0.7,289575,0.01415343,0.02893308,1.37439959,0.46620508
TNG50-1,59,0.7,310579,0.05422576,0.00439814,1.06169281,-0.25062847
TNG50-1,59,0.7,3,-0.08826102,0.01097925,1.23222949,-0.97984947
TNG50-1,59,0.7,251338,0.04869095,-0.0129353,0.76574956,-0.50572219
TNG50-1,59,0.7,48194,0.0004141,0.07391395,1.24838395,0.64018651
TNG50-1,59,0.7,217467,-0.01018909,-0.04503461,0.77183426,-0.92878188
TNG50-1,59,0.7,278396,-0.07355576,-0.02936604,1.17731238,-1.27679683
TNG50-1,59,0.7,286741,0.02515243,0.00054928,1.09535721,1.2190283
TNG50-1,59,0.7,181442,-0.12070539,0.0439477,1.101141,0.83004129
TNG50-1,59,0.7,263630,0.0324197,-0.07486866,0.72181557,-0.94312204
TNG50-1,59,0.7,138898,-0.07460529,-0.06551484,0.99096118,-0.65247253
TNG50-1,59,0.7,276162,0.0026729,-0.10188643,1.08980847,1.4830522
TNG50-1,59,0.7,305741,-0.00595844,0.00163476,0.53419981,0.65403085
TNG50-1,59,0.7,143613,0.05847691,-0.05591529,0.88498124,0.34721512
TNG50-1,59,0.7,274084,-0.00893276,-0.01922751,1.2204838,-0.60435294
TNG50-1,59,0.7,175518,-0.03470693,0.03306891,0.45301731,-0.63106697
TNG50-1,59,0.7,245787,-0.02533013,-0.03207714,1.10677486,-1.44662922
TNG50-1,59,0.7,191406,0.06364414,0.0115641,1.36786199,0.71779695
TNG50-1,59,0.7,312793,0.02681485,-0.0149669,0.96350829,-1.43515736
TNG50-1,59,0.7,255493,-0.0192815,0.03360572,1.29701974,-1.55553655
TNG50-1,59,0.7,203535,-0.01182232,0.0237564,1.19915127,0.72098008
TNG50-1,59,0.7,297676,-0.07835885,-0.03459668,0.68376273,1.4101785
TNG50-1,59,0.7,244418,0.01942371,-0.00843259,1.29128173,0.80582809
TNG50-1,59,0.7,316484,-0.08799079,0.05218717,0.60293964,-0.08909497
TNG50-1,59,0.7,155055,0.03758982,0.01966884,0.37921585,-0.04384014
TNG50-1,59,0.7,293678,0.00643108,-0.0698481,0.84822123,-0.20063335
TNG50-1,59,0.7,346240,0.11934759,0.0327809,0.72961855,-0.55089817
TNG50-1,59,0.7,281996,-0.05500678,-0.05423053,0.72568763,0.06821722
TNG50-1,59,0.7,133957,-0.0051331,0.07062565,0.22746891,-0.21629565
TNG50-1,59,0.7,317932,0.08991439,0.05120494,1.10778198,0.30840349
TNG50-1,59,0.7,138899,0.05956948,0.01449427,1.2641143,1.25073112
TNG50-1,59,0.7,85605,-0.0348106,0.00786164,0.93906327,1.55511795
TNG50-1,59,0.7,6,0.01119837,-0.01045161,0.92485234,-1.32341699
TNG50-1,59,0.7,307402,9.997e-05,0.0339262,1.25129417,-0.36227756
TNG50-1,59,0.7,287600,0.01409779,-0.01853891,0.84109541,-1.00309107
TNG50-1,59,0.7,256985,-0.03493402,0.01177849,1.3883767,-0.46457723
TNG50-1,59,0.7,239876,-0.00446602,0.04359672,0.39894635,-0.6676732
TNG50-1,59,0.7,264368,-0.07990262,-0.02809033,1.17634835,-1.02247176
TNG50-1,59,0.7,95227,0.00675617,-0.03080964,1.36738158,0.82961939
TNG50-1,59,0.7,5,0.02250103,-0.05971827,1.31019673,-0.01165926
TNG50-1,59,0.7,32345,-0.01137097,-0.05322364,1.19760099,1.31709884
TNG50-1,59,0.7,327010,-0.08075254,-0.09141977,1.16814568,-1.46840415
TNG50-1,59,0.7,238084,0.04942659,0.03649144,1.37296185,-1.36037869
TNG50-1,59,0.7,196723,0.01822625,0.09044573,1.16334312,-0.303875
TNG50-1,59,0.7,272859,-0.03630075,0.07126645,1.2384423,-1.31859769
TNG50-1,59,0.7,32347,-0.01403002,-0.08130422,1.07391338,-0.74540696
TNG50-1,59,0.7,259600,-0.07503347,0.03624273,1.0678703,1.52690747
TNG50-1,59,0.7,315126,-0.05127051,0.07110532,1.11007189,-0.91433036
TNG50-1,59,0.7,128024,-0.02689057,-0.0228405,1.12007149,-0.94839109
TNG50-1,59,0.7,312112,0.06142104,0.00507237,1.32569111,0.23134898
TNG50-1,59,0.7,270248,-0.03197517,-0.10039465,1.37924135,-0.00628855
